Show,Week,Theater,This Week Gross,Potential Gross,Diff $,Avg Ticket,Top Ticket,Seats Sold,Seats in Theatre,Performances,Previews,% Cap,Diff % cap,Genre,Number of Awards,Awards,Season,Month
Back To The Future,2024-07-21,Winter Garden Theatre,"$1,110,836.60",,"$60,988.12",$106.65,$223.00,"10,416","1,478",8,0,88.09%,-0.04%,Broadway,7,1,Summer,7
Aladdin,2024-07-21,New Amsterdam Theatre,"$1,526,760.10",,"$8,904.60",$115.75,$215.50,"13,190","1,727",8,0,95.47%,-1.19%,Original,23,1,Summer,7
& Juliet,2024-07-21,Stephen Sondheim Theatre,"$933,989.90",,"$42,667.00",$126.27,$323.00,"7,397","1,026",8,0,90.12%,-2.52%,Original,22,1,Summer,7
Wicked,2024-07-14,Gershwin Theatre,"$2,103,272.00",,"-$84,556.00",$144.27,$275.00,"14,579","1,867",8,0,97.64%,-0.06%,Original,33,1,Summer,7
Water For Elephants,2024-07-14,Imperial Theatre,"$928,430.00",,"$67,101.50",$98.65,$278.00,"9,411","1,385",8,0,84.94%,-9.65%,Original,23,1,Summer,7
The Wiz,2024-07-14,Marquis Theatre,"$1,240,166.20",,"$81,745.30",$105.29,$399.00,"11,779","1,600",8,0,92.02%,-3.04%,Revival,6,1,Summer,7
The Who's Tommy,2024-07-14,Nederlander Theatre,"$772,891.88",,"$154,650.08",$95.55,$299.00,"8,089","1,175",8,0,86.05%,10.65%,Revival,13,1,Summer,7
The Outsiders,2024-07-14,Bernard B. Jacobs Theatre,"$1,390,233.39",,"$14,561.59",$166.04,$328.00,"8,373","1,024",8,0,102.21%,-0.19%,Original,31,1,Summer,7
The Notebook,2024-07-14,Gerald Schoenfeld Theatre,"$672,825.08",,"$26,976.40",$89.34,$209.00,"7,531","1,017",8,0,92.56%,-3.26%,Original,9,1,Summer,7
The Lion King,2024-07-14,Minskoff Theatre,"$2,483,060.10",,"$19,656.70",$170.40,$277.00,"14,572","1,696",9,0,95.47%,-2.67%,Original,32,1,Summer,7
The Great Gatsby,2024-07-14,Broadway Theatre,"$1,237,082.60",,"$107,808.43",$106.37,$277.00,"11,630","1,485",8,0,97.90%,-0.01%,Original,7,1,Summer,7
The Book of Mormon,2024-07-14,Eugene O'Neill Theatre,"$909,496.66",,"-$2,345.54",$108.23,$0.00,"8,403","1,066",8,0,98.53%,0.61%,Original,36,1,Summer,7
Suffs,2024-07-14,Music Box Theatre,"$826,096.70",,"$124,624.74",$112.00,$278.00,"7,376",973,8,0,94.76%,1.53%,Original,23,1,Summer,7
Stereophonic,2024-07-14,John Golden Theatre,"$983,845.10",,"$13,583.95",$158.07,$397.00,"6,224",778,8,0,100.00%,0.00%,Original,37,1,Summer,7
SIX: The Musical,2024-07-14,Lena Horne Theatre,"$884,631.50",,"-$18,816.00",$112.62,$249.00,"7,855","1,031",8,0,95.24%,-1.94%,One Act,28,1,Summer,7
"Oh, Mary!",2024-07-14,Lyceum Theatre,"$667,143.00",,"-$9,070.00",$106.49,$298.00,"6,265",895,4,3,100.00%,0.00%,Comedy,9,1,Summer,7
Moulin Rouge! The Musical,2024-07-14,Al Hirschfeld Theatre,"$966,407.09",,"$14,417.64",$99.08,$0.00,"9,754","1,300",8,0,93.79%,-3.07%,Original,24,1,Summer,7
MJ The Musical,2024-07-14,Neil Simon Theatre,"$1,368,881.00",,"$75,901.75",$136.25,$329.00,"10,047","1,387",8,0,90.55%,-0.82%,Original,30,1,Summer,7
Illinoise,2024-07-14,St. James Theatre,"$745,519.95",,"$46,304.87",$86.01,$0.00,"8,668","1,337",8,0,81.04%,-11.07%,One Act,12,1,Summer,7
Home,2024-07-14,Todd Haimes Theatre,"$133,599.70",,"$62,462.10",$27.32,$0.00,"4,891",740,7,0,94.42%,0.94%,One Act,3,1,Summer,7
Hell's Kitchen,2024-07-14,Sam S. Shubert Theatre,"$1,687,325.78",,"$160,474.05",$144.14,$323.00,"11,706","1,457",8,0,100.43%,0.13%,Original,26,1,Summer,7
Harry Potter and the Cursed Child,2024-07-14,Lyric Theatre,"$1,307,593.00",,"-$96,302.80",$114.33,$299.00,"11,437","1,622",8,0,88.14%,-5.46%,Original,33,1,Summer,7
Hamilton,2024-07-14,Richard Rodgers Theatre,"$1,922,308.00",,"-$3,832.00",$180.43,$399.00,"10,654","1,324",8,0,100.59%,-0.52%,Original,46,1,Summer,7
Hadestown,2024-07-14,Walter Kerr Theatre,"$825,069.55",,"$21,841.05",$112.18,$0.00,"7,355",918,8,0,100.15%,-0.16%,Original,39,1,Summer,7
Chicago,2024-07-14,Ambassador Theatre,"$721,129.20",,"-$101,386.13",$111.98,$247.00,"6,440","1,080",8,0,74.54%,-7.34%,Revival,25,1,Summer,7
Cabaret,2024-07-14,August Wilson Theatre,"$1,609,557.20",,"$43,081.65",$197.23,$0.00,"8,161","1,070",8,0,95.34%,-3.48%,Revival,22,1,Summer,7
Back To The Future,2024-07-14,Winter Garden Theatre,"$1,049,848.48",,"-$45,687.85",$100.75,$247.00,"10,420","1,478",8,0,88.13%,-8.08%,Broadway,7,1,Summer,7
Aladdin,2024-07-14,New Amsterdam Theatre,"$1,517,855.50",,"-$39,652.50",$113.66,$199.50,"13,354","1,727",8,0,96.66%,0.25%,Original,23,1,Summer,7
& Juliet,2024-07-14,Stephen Sondheim Theatre,"$891,322.90",,"$47,180.00",$117.22,$323.00,"7,604","1,026",8,0,92.64%,-1.59%,Original,22,1,Summer,7
Wicked,2024-07-07,Gershwin Theatre,"$2,187,828.00",,"$44,272.00",$145.34,$275.00,"15,053","1,926",8,0,97.70%,0.15%,Original,33,1,Summer,7
Water For Elephants,2024-07-07,Imperial Theatre,"$861,328.50",,"-$107,924.15",$82.18,$278.00,"10,481","1,385",8,0,94.59%,17.86%,Original,23,1,Summer,7
The Wiz,2024-07-07,Marquis Theatre,"$1,158,420.90",,"-$154,847.95",$95.20,$399.00,"12,168","1,600",8,0,95.06%,2.95%,Revival,6,1,Summer,7
The Who's Tommy,2024-07-07,Nederlander Theatre,"$618,241.80",,"-$36,363.91",$87.22,$299.00,"7,088","1,175",8,0,75.40%,4.55%,Revival,13,1,Summer,7
The Outsiders,2024-07-07,Bernard B. Jacobs Theatre,"$1,375,671.80",,"$37,116.10",$163.99,$328.00,"8,389","1,024",8,0,102.40%,-0.07%,Original,31,1,Summer,7
The Notebook,2024-07-07,Gerald Schoenfeld Theatre,"$645,848.68",,"-$80,543.02",$82.84,$209.00,"7,796","1,017",8,0,95.82%,4.02%,Original,9,1,Summer,7
The Lion King,2024-07-07,Minskoff Theatre,"$2,463,403.40",,"$199,810.70",$185.01,$277.00,"13,315","1,696",8,0,98.14%,1.13%,Original,32,1,Summer,7
The Great Gatsby,2024-07-07,Broadway Theatre,"$1,129,274.17",,"-$142,438.28",$97.08,$277.00,"11,632","1,485",8,0,97.91%,-0.15%,Original,7,1,Summer,7
The Book of Mormon,2024-07-07,Eugene O'Neill Theatre,"$911,842.20",,"$8,256.39",$109.19,$0.00,"8,351","1,066",8,0,97.92%,0.32%,Original,36,1,Summer,7
Suffs,2024-07-07,Music Box Theatre,"$701,471.96",,"-$169,766.35",$96.66,$278.00,"7,257",973,8,0,93.23%,-4.97%,Original,23,1,Summer,7
Stereophonic,2024-07-07,John Golden Theatre,"$970,261.15",,"-$23,597.55",$155.89,$347.00,"6,224",778,8,0,100.00%,0.67%,Original,37,1,Summer,7
SIX: The Musical,2024-07-07,Lena Horne Theatre,"$903,447.50",,"-$11,811.33",$112.72,$249.00,"8,015","1,031",8,0,97.18%,0.59%,One Act,28,1,Summer,7
"Oh, Mary!",2024-07-07,Lyceum Theatre,"$676,213.00",,"$255,565.00",$125.92,$298.00,"5,370",895,0,6,100.00%,4.19%,Comedy,9,1,Summer,7
Moulin Rouge! The Musical,2024-07-07,Al Hirschfeld Theatre,"$951,989.45",,"-$53,151.54",$94.51,$0.00,"10,073","1,300",8,0,96.86%,0.33%,Original,24,1,Summer,7
MJ The Musical,2024-07-07,Neil Simon Theatre,"$1,292,979.25",,"-$43,075.50",$127.54,$329.00,"10,138","1,387",8,0,91.37%,3.86%,Original,30,1,Summer,7
Merrily We Roll Along,2024-07-07,Hudson Theatre,"$2,766,127.00",,"$444,320.00",$357.94,$949.00,"7,728",966,8,0,100.00%,0.00%,Revival,13,1,Summer,7
Illinoise,2024-07-07,St. James Theatre,"$699,215.08",,"-$19,938.81",$81.11,$0.00,"8,621","1,337",7,0,92.11%,5.94%,One Act,12,1,Summer,7
Home,2024-07-07,Todd Haimes Theatre,"$71,137.60",,"-$44,625.40",$25.71,$248.00,"2,767",740,4,0,93.48%,13.07%,One Act,3,1,Summer,7
Hell's Kitchen,2024-07-07,Sam S. Shubert Theatre,"$1,526,851.73",,"-$22,620.06",$130.60,$323.00,"11,691","1,457",8,0,100.30%,-0.26%,Original,26,1,Summer,7
Harry Potter and the Cursed Child,2024-07-07,Lyric Theatre,"$1,403,895.80",,"$146,282.90",$115.59,$299.00,"12,145","1,622",8,0,93.60%,6.73%,Original,33,1,Summer,7
Hamilton,2024-07-07,Richard Rodgers Theatre,"$1,926,140.00",,"-$28,864.00",$179.85,$399.00,"10,710","1,324",8,0,101.11%,0.08%,Original,46,1,Summer,7
Hadestown,2024-07-07,Walter Kerr Theatre,"$803,228.50",,"-$165,439.70",$109.03,$0.00,"7,367",918,8,0,100.31%,-0.14%,Original,39,1,Summer,7
Chicago,2024-07-07,Ambassador Theatre,"$822,515.33",,"-$15,491.52",$116.27,$247.00,"7,074","1,080",8,0,81.88%,-1.85%,Revival,25,1,Summer,7
Cabaret,2024-07-07,August Wilson Theatre,"$1,566,475.55",,"-$244,431.93",$185.18,$0.00,"8,459","1,070",8,0,98.82%,0.37%,Revival,22,1,Summer,7
Back To The Future,2024-07-07,Winter Garden Theatre,"$1,095,536.33",,"$38,062.08",$96.30,$247.00,"11,376","1,478",8,0,96.21%,6.65%,Broadway,7,1,Summer,7
Aladdin,2024-07-07,New Amsterdam Theatre,"$1,557,508.00",,"$158,880.50",$116.93,$215.50,"13,320","1,727",8,0,96.41%,2.35%,Original,23,1,Summer,7
& Juliet,2024-07-07,Stephen Sondheim Theatre,"$844,142.90",,"-$105,533.90",$109.15,$323.00,"7,734","1,026",8,0,94.23%,-0.96%,Original,22,1,Summer,7
Wicked,2024-06-30,Gershwin Theatre,"$2,143,556.00",,"-$79,136.00",$142.61,$275.00,"15,031","1,926",8,0,97.55%,-1.57%,Original,33,1,Summer,6
Water For Elephants,2024-06-30,Imperial Theatre,"$969,252.65",,"-$154,425.26",$114.00,$278.00,"8,502","1,385",8,0,76.73%,-10.11%,Original,23,1,Summer,6
The Wiz,2024-06-30,Marquis Theatre,"$1,313,268.85",,"-$167,938.75",$111.39,$399.00,"11,790","1,600",8,0,92.11%,-5.63%,Revival,6,1,Summer,6
The Who's Tommy,2024-06-30,Nederlander Theatre,"$654,605.71",,"-$140,361.75",$98.29,$299.00,"6,660","1,175",8,0,70.85%,-7.41%,Revival,13,1,Summer,6
The Outsiders,2024-06-30,Bernard B. Jacobs Theatre,"$1,338,555.70",,"$31,298.88",$159.47,$328.00,"8,394","1,024",8,0,102.47%,0.21%,Original,31,1,Summer,6
The Notebook,2024-06-30,Gerald Schoenfeld Theatre,"$726,391.70",,"-$34,278.30",$97.25,$278.00,"7,469","1,017",8,0,91.80%,-0.35%,Original,9,1,Summer,6
The Lion King,2024-06-30,Minskoff Theatre,"$2,263,592.70",,"-$18,505.40",$171.98,$277.00,"13,162","1,696",8,0,97.01%,0.11%,Original,32,1,Summer,6
The Great Gatsby,2024-06-30,Broadway Theatre,"$1,271,712.45",,"-$61,688.35",$109.16,$277.00,"11,650","1,485",8,0,98.06%,-0.23%,Original,7,1,Summer,6
The Book of Mormon,2024-06-30,Eugene O'Neill Theatre,"$903,585.81",,"-$47,208.76",$108.56,$0.00,"8,323","1,066",8,0,97.60%,-1.11%,Original,36,1,Summer,6
Suffs,2024-06-30,Music Box Theatre,"$871,238.31",,"-$71,547.04",$113.98,$278.00,"7,644",973,8,0,98.20%,-2.76%,Original,23,1,Summer,6
Stereophonic,2024-06-30,John Golden Theatre,"$993,858.70",,"-$24,256.00",$160.77,$448.00,"6,182",778,8,0,99.33%,-0.25%,Original,37,1,Summer,6
SIX: The Musical,2024-06-30,Lena Horne Theatre,"$915,258.83",,"-$74,506.82",$114.88,$249.00,"7,967","1,031",8,0,96.59%,-0.52%,One Act,28,1,Summer,6
"Oh, Mary!",2024-06-30,Lyceum Theatre,"$420,648.00",,$0.00,$97.35,$298.00,"4,321",902,0,5,95.81%,0.00%,Comedy,9,1,Summer,6
Moulin Rouge! The Musical,2024-06-30,Al Hirschfeld Theatre,"$1,005,140.99",,"-$15,574.49",$100.12,$0.00,"10,039","1,300",8,0,96.53%,0.68%,Original,24,1,Summer,6
MJ The Musical,2024-06-30,Neil Simon Theatre,"$1,336,054.75",,"-$16,923.25",$137.60,$329.00,"9,710","1,387",8,0,87.51%,-1.47%,Original,30,1,Summer,6
Merrily We Roll Along,2024-06-30,Hudson Theatre,"$2,321,807.00",,"$148,553.00",$300.44,$649.00,"7,728",966,8,0,100.00%,0.00%,Revival,13,1,Summer,6
Mary Jane,2024-06-30,Samuel J. Friedman Theatre,"$324,007.00",,"-$7,081.00",$88.62,$319.00,"3,656",643,7,0,81.23%,-13.04%,One Act,10,1,Summer,6
Illinoise,2024-06-30,St. James Theatre,"$719,153.89",,"-$128,348.26",$89.17,$0.00,"8,065","1,337",7,0,86.17%,-4.99%,One Act,12,1,Summer,6
Home,2024-06-30,Todd Haimes Theatre,"$115,763.00",,"-$30,011.00",$27.79,$248.00,"4,165",740,7,0,80.41%,4.41%,One Act,3,1,Summer,6
Hell's Kitchen,2024-06-30,Sam S. Shubert Theatre,"$1,549,471.79",,"-$251,415.78",$132.20,$323.00,"11,721","1,457",8,0,100.56%,-0.81%,Original,26,1,Summer,6
Harry Potter and the Cursed Child,2024-06-30,Lyric Theatre,"$1,257,612.90",,"-$81,783.50",$111.57,$299.00,"11,272","1,622",8,0,86.87%,-7.64%,Original,33,1,Summer,6
Hamilton,2024-06-30,Richard Rodgers Theatre,"$1,955,004.00",,"-$17,878.00",$182.69,$399.00,"10,701","1,324",8,0,101.03%,0.49%,Original,46,1,Summer,6
Hadestown,2024-06-30,Walter Kerr Theatre,"$968,668.20",,"$51,069.05",$131.31,$0.00,"7,377",918,8,0,100.45%,-0.46%,Original,39,1,Summer,6
Chicago,2024-06-30,Ambassador Theatre,"$838,006.85",,"$287,029.02",$115.84,$247.00,"7,234","1,080",8,0,83.73%,20.48%,Revival,25,1,Summer,6
Cabaret,2024-06-30,August Wilson Theatre,"$1,810,907.48",,"-$3,748.92",$214.89,$0.00,"8,427","1,070",8,0,98.45%,-1.04%,Revival,22,1,Summer,6
Back To The Future,2024-06-30,Winter Garden Theatre,"$1,057,474.25",,"-$103,021.70",$99.86,$267.00,"10,590","1,478",8,0,89.56%,-4.55%,Broadway,7,1,Summer,6
Appropriate,2024-06-30,Belasco Theatre,"$1,167,209.12",,"$241,110.72",$145.97,$378.00,"7,996","1,013",8,0,98.67%,17.33%,Original,23,1,Summer,6
Aladdin,2024-06-30,New Amsterdam Theatre,"$1,398,627.50",,"-$32,492.90",$107.63,$239.50,"12,995","1,727",8,0,94.06%,-0.10%,Original,23,1,Summer,6
"A Beautiful Noise, The Neil Diamond Musical",2024-06-30,Broadhurst Theatre,"$1,223,279.27",,"$94,727.26",$153.02,$348.00,"7,994","1,153",8,0,86.67%,2.62%,Original,10,1,Summer,6
& Juliet,2024-06-30,Stephen Sondheim Theatre,"$949,676.80",,"-$88,601.50",$121.55,$323.00,"7,813","1,026",8,0,95.19%,1.51%,Original,22,1,Summer,6
Wicked,2024-06-23,Gershwin Theatre,"$2,222,692.00",,"$151,135.00",$145.54,$275.00,"15,272","1,926",8,0,99.12%,1.68%,Original,33,1,Summer,6
Water For Elephants,2024-06-23,Imperial Theatre,"$1,123,677.91",,"$120,851.07",$116.78,$278.00,"9,622","1,385",8,0,86.84%,1.96%,Original,23,1,Summer,6
The Wiz,2024-06-23,Marquis Theatre,"$1,481,207.60",,"$52,820.55",$118.39,$399.00,"12,511","1,600",8,0,97.74%,0.99%,Revival,6,1,Summer,6
The Who's Tommy,2024-06-23,Nederlander Theatre,"$794,967.46",,"$32,060.36",$108.07,$299.00,"7,356","1,175",8,0,78.26%,5.66%,Revival,13,1,Summer,6
The Outsiders,2024-06-23,Bernard B. Jacobs Theatre,"$1,307,256.82",,"$283,452.54",$156.05,$328.00,"8,377","1,024",8,0,102.26%,-0.33%,Original,31,1,Summer,6
The Notebook,2024-06-23,Gerald Schoenfeld Theatre,"$760,670.00",,"$96,784.00",$101.46,$278.00,"7,497","1,017",8,0,92.15%,5.06%,Original,9,1,Summer,6
The Lion King,2024-06-23,Minskoff Theatre,"$2,282,098.10",,"$66,064.60",$173.57,$277.00,"13,148","1,696",8,0,96.90%,1.12%,Original,32,1,Summer,6
The Heart of Rock and Roll,2024-06-23,James Earl Jones Theatre,"$400,521.20",,"$128,033.76",$69.87,$267.00,"5,732","1,054",8,0,67.98%,16.88%,Original,4,1,Summer,6
The Great Gatsby,2024-06-23,Broadway Theatre,"$1,333,400.80",,"$177,785.80",$114.19,$277.00,"11,677","1,485",8,0,98.29%,6.54%,Original,7,1,Summer,6
The Book of Mormon,2024-06-23,Eugene O'Neill Theatre,"$950,794.57",,"$104,940.25",$112.95,$0.00,"8,418","1,066",8,0,98.71%,6.58%,Original,36,1,Summer,6
Suffs,2024-06-23,Music Box Theatre,"$942,785.35",,"$89,894.65",$119.96,$278.00,"7,859",973,8,0,100.96%,3.77%,Original,23,1,Summer,6
Stereophonic,2024-06-23,John Golden Theatre,"$1,018,114.70",,"$218,535.30",$164.27,$448.00,"6,198",778,8,0,99.58%,-0.18%,Original,37,1,Summer,6
SIX: The Musical,2024-06-23,Lena Horne Theatre,"$989,765.65",,"$50,905.71",$123.57,$249.00,"8,010","1,031",8,0,97.11%,0.98%,One Act,28,1,Summer,6
Patriots,2024-06-23,Ethel Barrymore Theatre,"$452,356.60",,"$123,298.49",$64.25,$273.00,"7,041","1,035",8,0,85.04%,18.70%,Original,10,1,Summer,6
Moulin Rouge! The Musical,2024-06-23,Al Hirschfeld Theatre,"$1,020,715.48",,"$63,320.50",$102.40,$0.00,"9,968","1,300",8,0,95.85%,2.78%,Original,24,1,Summer,6
MJ The Musical,2024-06-23,Neil Simon Theatre,"$1,352,978.00",,"$101,402.25",$137.04,$329.00,"9,873","1,387",8,0,88.98%,3.38%,Original,30,1,Summer,6
Merrily We Roll Along,2024-06-23,Hudson Theatre,"$2,173,254.00",,"$329,797.00",$281.22,$649.00,"7,728",966,8,0,100.00%,0.00%,Revival,13,1,Summer,6
Mary Jane,2024-06-23,Samuel J. Friedman Theatre,"$331,088.00",,"-$80,525.00",$78.03,$319.00,"4,243",643,7,0,94.27%,4.50%,One Act,10,1,Summer,6
Illinoise,2024-06-23,St. James Theatre,"$847,502.15",,"$88,687.95",$99.33,$0.00,"8,532","1,337",7,0,91.16%,4.20%,One Act,12,1,Summer,6
Home,2024-06-23,Todd Haimes Theatre,"$145,774.00",,"$10,017.00",$32.40,$293.00,"4,499",740,8,0,76.00%,12.93%,One Act,3,1,Summer,6
Hell's Kitchen,2024-06-23,Sam S. Shubert Theatre,"$1,800,887.57",,"$112,926.47",$152.41,$323.00,"11,816","1,457",8,0,101.37%,0.40%,Original,26,1,Summer,6
Harry Potter and the Cursed Child,2024-06-23,Lyric Theatre,"$1,339,396.40",,"$158,567.30",$109.21,$299.00,"12,264","1,622",8,0,94.51%,0.91%,Original,33,1,Summer,6
Hamilton,2024-06-23,Richard Rodgers Theatre,"$1,972,882.00",,"$64,492.00",$185.26,$399.00,"10,649","1,324",8,0,100.54%,0.62%,Original,46,1,Summer,6
Hadestown,2024-06-23,Walter Kerr Theatre,"$917,599.15",,"$38,776.90",$123.82,$0.00,"7,411",918,8,0,100.91%,0.32%,Original,39,1,Summer,6
Chicago,2024-06-23,Ambassador Theatre,"$550,977.83",,"-$36,573.07",$100.82,$237.00,"5,465","1,080",8,0,63.25%,-2.55%,Revival,25,1,Summer,6
Cabaret,2024-06-23,August Wilson Theatre,"$1,814,656.40",,"-$68,914.10",$213.09,$0.00,"8,516","1,070",8,0,99.49%,-0.24%,Revival,22,1,Summer,6
Back To The Future,2024-06-23,Winter Garden Theatre,"$1,160,495.95",,"$50,474.82",$104.29,$267.00,"11,128","1,478",8,0,94.11%,3.51%,Broadway,7,1,Summer,6
Appropriate,2024-06-23,Belasco Theatre,"$926,098.40",,"$47,993.30",$140.49,$328.00,"6,592","1,013",8,0,81.34%,-12.13%,Original,23,1,Summer,6
An Enemy of the People,2024-06-23,Circle in the Square Theatre,"$1,545,913.00",,"$279,575.10",$226.04,$480.00,"6,839",828,8,0,103.25%,0.05%,Drama,13,1,Summer,6
Aladdin,2024-06-23,New Amsterdam Theatre,"$1,431,120.40",,"$55,296.20",$110.01,$199.50,"13,009","1,727",8,0,94.16%,-0.51%,Original,23,1,Summer,6
"A Beautiful Noise, The Neil Diamond Musical",2024-06-23,Broadhurst Theatre,"$1,128,552.01",,"$213,764.56",$145.56,$348.00,"7,753","1,153",8,0,84.05%,14.17%,Original,10,1,Summer,6
& Juliet,2024-06-23,Stephen Sondheim Theatre,"$1,038,278.30",,"$200,016.40",$135.03,$323.00,"7,689","1,026",8,0,93.68%,6.67%,Original,22,1,Summer,6
Wicked,2024-06-16,Gershwin Theatre,"$2,071,557.00",,"-$6,353.00",$137.98,$275.00,"15,014","1,926",8,0,97.44%,-0.40%,Original,33,1,Summer,6
Water For Elephants,2024-06-16,Imperial Theatre,"$1,002,826.84",,"-$17,159.21",$106.63,$278.00,"9,405","1,385",8,0,84.88%,2.60%,Original,23,1,Summer,6
Uncle Vanya,2024-06-16,Vivian Beaumont Theater,"$1,088,875.00",,"$77,670.00",$131.98,$299.00,"8,250","1,047",8,0,98.50%,1.25%,Revival,5,1,Summer,6
The Wiz,2024-06-16,Marquis Theatre,"$1,428,387.05",,"$56,293.15",$115.34,$399.00,"12,384","1,600",8,0,96.75%,3.13%,Revival,6,1,Summer,6
The Who's Tommy,2024-06-16,Nederlander Theatre,"$762,907.10",,"$12,515.11",$111.80,$299.00,"6,824","1,175",8,0,72.60%,1.07%,Revival,13,1,Summer,6
The Outsiders,2024-06-16,Bernard B. Jacobs Theatre,"$1,023,804.28",,"-$77,793.57",$139.22,$308.00,"7,354","1,024",7,0,102.59%,0.55%,Original,31,1,Summer,6
The Notebook,2024-06-16,Gerald Schoenfeld Theatre,"$663,886.00",,"-$47,524.10",$93.69,$278.00,"7,086","1,017",8,0,87.09%,-2.11%,Original,9,1,Summer,6
The Lion King,2024-06-16,Minskoff Theatre,"$2,216,033.50",,"$125,369.70",$170.52,$277.00,"12,996","1,696",8,0,95.78%,1.40%,Original,32,1,Summer,6
The Heart of Rock and Roll,2024-06-16,James Earl Jones Theatre,"$272,487.44",,$436.84,$63.24,$267.00,"4,309","1,054",8,0,51.10%,-4.62%,Original,4,1,Summer,6
The Great Gatsby,2024-06-16,Broadway Theatre,"$1,155,615.00",,"-$16,551.76",$106.02,$277.00,"10,900","1,485",8,0,91.75%,-1.63%,Original,7,1,Summer,6
The Book of Mormon,2024-06-16,Eugene O'Neill Theatre,"$845,854.32",,"-$26,896.24",$107.66,$0.00,"7,857","1,066",8,0,92.13%,-0.98%,Original,36,1,Summer,6
Suffs,2024-06-16,Music Box Theatre,"$852,890.70",,"$1,076.25",$112.74,$278.00,"7,565",973,8,0,97.19%,2.50%,Original,23,1,Summer,6
Stereophonic,2024-06-16,John Golden Theatre,"$799,579.40",,"-$72,757.30",$147.17,$348.00,"5,433",778,7,0,99.76%,0.08%,Original,37,1,Summer,6
SIX: The Musical,2024-06-16,Lena Horne Theatre,"$938,859.94",,"$93,782.24",$118.41,$249.00,"7,929","1,031",8,0,96.13%,6.91%,One Act,28,1,Summer,6
Patriots,2024-06-16,Ethel Barrymore Theatre,"$329,058.11",,"$35,825.06",$59.90,$273.00,"5,493","1,035",8,0,66.34%,4.52%,Original,10,1,Summer,6
Moulin Rouge! The Musical,2024-06-16,Al Hirschfeld Theatre,"$957,394.98",,"-$32,221.84",$98.91,$0.00,"9,679","1,300",8,0,93.07%,0.67%,Original,24,1,Summer,6
Mother Play,2024-06-16,Helen Hayes Theater,"$718,388.00",,"$32,737.75",$156.31,$426.50,"4,596",576,8,0,99.72%,0.11%,One Act,14,1,Summer,6
MJ The Musical,2024-06-16,Neil Simon Theatre,"$1,251,575.75",,"-$1,832.00",$131.77,$329.00,"9,498","1,387",8,0,85.60%,1.33%,Original,30,1,Summer,6
Merrily We Roll Along,2024-06-16,Hudson Theatre,"$1,843,457.00",,"$81,438.00",$238.54,$649.00,"7,728",966,8,0,100.00%,0.00%,Revival,13,1,Summer,6
Mary Jane,2024-06-16,Samuel J. Friedman Theatre,"$411,613.00",,"$35,198.00",$89.13,$299.00,"4,618",643,8,0,89.77%,2.97%,One Act,10,1,Summer,6
Illinoise,2024-06-16,St. James Theatre,"$758,814.20",,"$57,960.54",$93.23,$0.00,"8,139","1,337",7,0,86.96%,2.47%,One Act,12,1,Summer,6
Home,2024-06-16,Todd Haimes Theatre,"$135,757.00",,"$24,193.00",$36.36,$253.00,"3,734",740,8,0,63.07%,-9.44%,One Act,3,1,Summer,6
Hell's Kitchen,2024-06-16,Sam S. Shubert Theatre,"$1,687,961.10",,"$49,752.80",$143.42,$323.00,"11,769","1,457",8,0,100.97%,0.31%,Original,26,1,Summer,6
Harry Potter and the Cursed Child,2024-06-16,Lyric Theatre,"$1,180,829.10",,"$57,270.70",$97.22,$299.00,"12,146","1,622",8,0,93.60%,3.63%,Original,33,1,Summer,6
Hamilton,2024-06-16,Richard Rodgers Theatre,"$1,908,390.00",,"$2,986.00",$180.31,$399.00,"10,584","1,324",8,0,99.92%,0.51%,Original,46,1,Summer,6
Hadestown,2024-06-16,Walter Kerr Theatre,"$878,822.25",,"$8,169.25",$118.97,$0.00,"7,387",918,8,0,100.59%,0.03%,Original,39,1,Summer,6
Chicago,2024-06-16,Ambassador Theatre,"$587,550.90",,"$6,431.37",$103.35,$237.00,"5,685","1,080",8,0,65.80%,-0.11%,Revival,25,1,Summer,6
Cabaret,2024-06-16,August Wilson Theatre,"$1,883,570.50",,"-$16,261.80",$220.64,$0.00,"8,537","1,070",8,0,99.73%,-0.12%,Revival,22,1,Summer,6
Ben Platt: Live at the Palace,2024-06-16,Palace Theatre,"$811,245.85",,"$130,440.20",$87.17,$349.00,"9,307","1,647",6,0,94.18%,12.94%,Original,0,0,Summer,6
Back To The Future,2024-06-16,Winter Garden Theatre,"$1,110,021.13",,"$9,534.53",$103.62,$267.00,"10,712","1,478",8,0,90.60%,0.11%,Broadway,7,1,Summer,6
Appropriate,2024-06-16,Belasco Theatre,"$878,105.10",,"$67,212.20",$115.92,$328.00,"7,575","1,013",8,0,93.47%,8.06%,Original,23,1,Summer,6
An Enemy of the People,2024-06-16,Circle in the Square Theatre,"$1,266,337.90",,"$218,541.64",$185.25,$480.00,"6,836",828,8,0,103.20%,0.24%,Drama,13,1,Summer,6
Aladdin,2024-06-16,New Amsterdam Theatre,"$1,375,824.20",,"$22,804.80",$105.19,$199.50,"13,080","1,727",8,0,94.67%,2.15%,Original,23,1,Summer,6
"A Beautiful Noise, The Neil Diamond Musical",2024-06-16,Broadhurst Theatre,"$914,787.45",,"-$27,055.60",$141.92,$348.00,"6,446","1,153",8,0,69.88%,-0.14%,Original,10,1,Summer,6
